cap.shape,cap.color,bruises,stalk.color.above.ring,stalk.color.below.ring,population,Id,poisonous
x,e,True,p,g,v,296,0
f,y,False,p,b,y,3535,1
f,n,True,w,w,y,7967,0
f,n,False,w,p,v,665,1
x,y,True,w,w,s,4601,0
x,e,False,w,p,v,6478,1
f,w,True,w,w,s,2763,1
x,g,False,b,n,v,1225,1
f,n,True,w,p,v,5980,0
x,g,False,b,b,v,5670,1
b,y,True,w,w,n,5070,0
b,w,True,w,w,n,2628,0
x,g,True,w,w,v,961,0
f,w,False,w,w,a,6264,0
b,w,True,w,w,s,5057,0
x,y,True,w,w,y,2483,0
x,e,True,g,w,y,5850,0
f,n,True,w,p,y,913,0
f,n,False,w,n,v,5381,0
k,e,False,w,w,v,523,1
f,n,False,o,o,c,5546,0
k,b,True,w,e,c,856,0
f,y,True,w,w,v,5562,0
f,n,False,p,p,v,6642,1
f,g,True,w,w,v,1515,1
x,n,True,p,g,v,7822,0
f,n,False,w,w,a,1529,0
b,y,True,w,w,s,7357,0
f,y,False,p,p,v,7963,1
x,e,True,g,p,v,2035,0
f,n,True,w,w,s,7888,1
f,n,False,w,w,s,2526,0
x,y,False,n,n,y,778,1
x,g,True,w,w,y,6610,0
x,n,False,w,w,s,4594,0
x,g,False,w,w,a,7502,0
f,n,False,p,w,v,101,1
f,n,False,w,w,a,1785,0
f,g,False,w,w,s,3839,0
f,y,True,w,w,v,3461,0
b,y,True,w,w,s,814,0
b,n,False,o,o,v,945,0
f,n,True,w,w,v,6112,0
f,g,False,n,b,v,3001,1
f,b,True,w,w,v,4573,1
k,e,False,p,w,v,3613,1
f,n,False,w,p,v,6593,1
x,n,True,w,p,v,3664,0
x,n,False,p,w,v,951,1
f,y,True,w,w,y,2589,0
x,g,True,w,g,v,7058,0
x,e,True,w,w,y,7874,0
x,n,True,p,w,y,2258,0
x,g,False,b,n,y,2768,1
f,w,False,w,w,a,4415,0
x,w,False,w,w,a,4475,0
f,e,True,g,p,y,2232,0
x,n,True,w,g,y,3161,0
f,e,False,w,p,v,5948,1
x,n,False,p,p,v,3410,1
x,n,False,w,p,v,1001,1
x,y,False,b,b,v,2689,1
f,y,False,p,n,y,3659,1
k,n,False,w,p,v,2398,1
x,e,True,p,p,v,781,0
x,w,True,w,w,v,4059,0
x,n,False,w,w,v,4899,1
f,g,False,w,w,s,7679,0
x,e,True,p,p,v,7806,0
f,g,False,p,n,y,7306,1
b,g,False,w,w,n,6974,0
x,n,False,n,n,y,3045,0
f,n,False,p,p,v,3583,1
b,w,True,w,w,n,4934,0
x,e,True,p,w,y,1373,0
f,g,False,b,b,y,7961,1
f,g,False,w,w,a,4814,0
f,b,True,w,w,v,147,1
k,e,False,w,p,v,3147,1
x,g,True,p,p,y,6131,0
f,g,True,g,w,y,3171,0
f,g,True,p,p,y,6942,0
x,y,False,p,b,y,4065,1
x,g,False,n,n,v,1174,1
x,y,False,n,p,y,103,1
f,e,True,w,w,y,1514,0
x,g,False,p,b,y,1012,1
x,n,True,p,g,y,5678,0
x,e,False,p,w,v,2734,1
x,b,True,w,w,s,6291,1
f,g,False,w,w,a,3962,0
f,g,True,w,w,v,4937,0
b,w,True,w,w,s,4999,0
k,e,False,w,p,v,6969,1
f,g,True,w,w,s,7387,1
x,g,True,w,w,s,1970,1
f,w,True,w,w,c,1926,1
k,e,False,p,w,v,4840,1
x,y,True,w,w,s,6311,0
s,n,False,w,w,y,6570,0
x,y,True,w,w,s,641,0
k,e,False,p,w,v,3205,1
f,e,False,w,p,v,5139,1
f,g,True,p,p,v,2912,0
f,e,False,w,p,v,629,1
f,n,True,w,w,v,4443,1
x,y,False,b,p,v,304,1
x,g,False,p,p,v,3453,1
x,n,False,p,w,v,5988,1
f,n,False,p,p,v,6290,1
x,n,True,w,p,v,4772,0
f,w,False,w,w,y,1796,0
f,g,True,p,g,v,3823,0
x,w,True,w,w,s,6095,1
x,y,True,w,w,s,5330,0
x,n,True,p,g,y,3584,0
f,n,False,w,w,v,171,1
x,w,False,w,w,s,5720,1
f,e,False,w,p,v,901,1
b,g,False,w,w,n,776,0
x,y,True,w,w,s,7703,0
b,w,False,w,w,s,2992,0
x,g,False,b,b,v,7487,1
f,g,False,w,w,a,5540,0
x,n,False,o,o,v,4518,0
x,g,False,w,w,a,5388,0
x,w,False,w,w,n,6515,0
x,n,True,g,w,y,2807,0
k,n,False,p,p,v,2103,1
b,y,True,w,w,n,522,0
x,y,False,n,n,y,3725,1
f,y,False,y,y,c,9,1
f,e,True,w,p,y,4641,0
b,w,True,w,w,n,1837,0
f,e,True,p,p,y,7832,0
x,e,False,w,p,v,3341,1
f,g,True,p,g,v,642,0
b,y,True,w,w,s,278,0
x,y,False,n,p,v,6644,1
x,e,False,p,p,v,5209,1
x,n,False,o,o,c,3514,0
k,n,False,p,p,v,6351,1
x,e,True,g,w,v,5372,0
x,w,True,w,w,n,2394,0
b,n,False,n,n,y,6108,0
f,n,True,w,w,c,948,0
f,e,True,p,p,y,2273,0
x,p,False,w,w,s,796,1
f,g,False,p,p,y,2333,1
x,g,False,w,w,v,2847,1
x,g,False,n,b,y,572,1
b,y,True,w,w,n,1976,0
x,e,False,w,p,v,5492,1
x,g,False,p,p,y,1807,1
f,b,True,w,w,v,6963,1
x,e,False,p,w,v,2001,1
f,n,False,p,w,v,702,1
k,e,False,w,p,v,2918,1
x,n,False,p,p,v,670,1
k,e,False,p,w,v,2267,1
x,w,False,w,w,a,7514,0
f,n,False,w,w,a,169,0
f,w,False,w,w,s,4890,0
x,y,False,p,n,y,6667,1
x,e,True,g,g,y,6947,0
f,b,True,w,e,c,4352,0
f,n,True,w,w,v,5701,1
s,g,False,w,w,y,4072,0
x,e,True,p,g,y,4525,0
x,y,False,b,b,y,5894,1
x,w,False,w,w,v,3602,1
f,n,False,o,o,c,7095,0
f,e,False,p,p,v,1536,1
f,b,True,w,w,s,2194,1
f,y,False,b,p,v,811,1
x,e,False,w,w,v,931,1
b,n,False,o,o,c,6075,0
f,e,True,p,g,v,7376,0
b,w,True,w,w,s,8103,0
x,g,False,w,w,n,5250,0
f,e,True,g,w,v,6654,0
f,g,False,b,n,y,5794,1
k,n,False,p,w,v,7286,1
f,b,True,w,e,c,2203,0
b,g,False,w,w,s,60,0
x,y,True,w,w,s,6211,0
x,n,False,p,w,v,7287,1
x,n,False,p,w,v,6055,1
x,n,False,p,w,v,7406,1
f,n,False,p,p,v,2779,1
f,g,False,b,p,y,1125,1
x,g,False,p,b,y,2719,1
x,n,False,w,w,s,3083,0
f,g,True,g,p,v,3959,0
k,n,False,w,w,v,4380,1
f,w,True,w,w,v,6086,1
k,e,True,e,w,c,96,0
k,w,False,w,w,n,889,0
x,e,False,p,p,v,7610,1
x,e,False,p,w,v,1317,1
k,e,False,w,p,v,1510,1
x,n,False,o,o,v,7431,0
x,n,True,p,g,y,6409,0
f,n,True,w,w,v,3448,1
f,e,True,p,p,y,1235,0
x,e,False,w,w,v,5357,1
x,g,False,b,b,v,5498,1
x,n,False,w,w,v,1991,0
x,w,True,w,w,n,6910,0
f,n,False,o,o,c,3087,0
x,e,False,p,w,v,6418,1
k,e,False,p,w,v,5955,1
x,g,True,g,g,v,7321,0
x,g,False,n,n,v,812,1
x,e,False,p,w,v,6457,1
f,e,True,g,p,v,2876,0
f,e,True,p,p,v,5004,0
k,n,False,p,w,v,2087,1
f,g,True,p,p,v,4215,0
f,n,True,w,w,s,4477,0
x,g,False,b,b,y,2823,1
x,n,True,g,w,y,1257,0
x,g,False,b,p,v,5661,1
f,g,True,w,w,s,985,1
f,y,False,p,n,y,6023,1
f,n,True,w,g,y,2059,0
f,e,False,w,w,v,5123,1
x,n,True,g,w,y,4444,0
k,e,False,p,p,v,6569,1
k,w,False,w,w,s,1812,0
f,g,True,p,p,v,1922,0
f,g,False,n,n,y,7017,1
f,g,False,p,n,v,7992,1
f,e,True,g,p,y,1083,0
x,n,False,o,o,v,4869,0
f,n,True,w,g,v,4423,0
b,w,True,w,w,n,686,0
x,e,False,w,p,v,1402,1
x,w,True,w,w,s,569,1
x,g,False,n,n,v,5817,1
x,y,False,b,p,v,5953,1
x,e,False,p,w,v,4008,1
x,e,False,w,p,v,8024,1
k,g,False,w,w,s,2794,0
f,e,False,w,p,v,292,1
x,p,False,w,w,s,2162,1
x,g,False,w,w,s,5121,1
x,g,True,p,p,v,3757,0
x,n,True,p,w,y,679,0
f,n,False,w,w,v,524,1
x,p,False,w,w,s,6145,1
x,n,False,w,w,s,5605,0
f,n,True,g,g,y,3731,0
k,n,False,p,p,v,1935,1
f,w,True,w,w,s,5531,1
x,y,False,p,p,v,3919,1
x,w,True,w,w,v,4897,1
f,n,False,w,w,v,586,1
f,n,False,o,o,c,6284,0
x,g,False,p,p,v,1940,1
x,n,False,w,p,v,6960,1
f,e,True,p,g,v,7019,0
f,n,False,w,w,a,2980,0
x,n,False,w,p,v,2546,1
x,g,False,p,n,v,1851,1
f,g,False,w,w,s,7691,0
b,y,True,w,w,s,916,0
f,e,True,w,e,c,6796,0
f,w,True,w,w,s,7764,1
x,g,False,b,p,v,5089,1
f,g,True,w,g,v,2646,0
x,n,False,w,w,a,382,0
f,y,False,p,b,y,2227,1
k,e,False,p,p,v,2289,1
f,n,False,w,w,s,1206,0
x,w,False,w,w,a,4940,0
b,y,True,w,w,n,2723,0
f,n,True,p,w,v,2893,0
f,n,False,p,w,v,4129,1
b,w,True,w,w,n,5920,0
x,y,False,w,y,v,7530,1
b,y,True,w,w,n,6973,0
x,y,False,b,n,y,4983,1
f,p,True,w,w,v,2532,1
f,n,True,p,w,y,3964,0
k,e,False,p,p,v,7432,1
f,g,False,p,n,v,2897,1
x,w,False,w,w,s,4978,0
f,e,True,w,p,y,5627,0
f,n,False,w,p,v,2838,1
x,n,True,p,p,v,2613,0
x,g,False,w,w,a,4973,0
f,n,False,w,w,a,3895,0
b,y,True,w,w,n,666,0
x,g,False,b,n,y,5593,1
x,e,False,p,p,v,7411,1
k,n,False,p,w,v,5559,1
f,e,True,p,p,y,4854,0
f,e,False,w,w,v,4585,1
x,e,False,p,w,v,1888,1
f,y,True,w,w,v,1055,0
x,e,True,w,w,y,4746,0
f,b,True,w,w,v,6854,1
f,w,False,w,w,y,6546,0
f,g,False,p,b,v,1968,1
x,b,True,w,w,v,3677,1
x,w,True,w,w,v,5862,1
f,e,True,e,e,c,3612,0
x,y,False,p,p,v,6237,1
x,n,False,w,p,v,5745,1
f,g,False,w,w,s,6666,0
b,g,False,w,w,n,6429,0
x,e,True,g,g,y,5020,0
x,g,False,p,b,v,127,1
x,e,True,w,g,v,4881,0
x,n,True,p,g,v,6465,0
f,g,True,g,g,y,1611,0
f,y,False,p,n,y,4468,1
x,y,True,w,w,s,1122,0
f,y,True,w,w,y,6268,0
x,n,True,w,w,y,5445,0
f,n,False,w,w,s,5396,0
x,g,False,b,p,v,3873,1
f,e,False,p,w,v,3958,1
x,g,True,w,g,y,3431,0
x,w,True,w,w,v,3383,1
x,w,True,w,w,s,5348,0
k,e,False,p,p,v,2260,1
s,n,False,w,w,v,2073,0
f,n,True,w,w,y,2961,0
f,g,False,p,b,y,3229,1
f,e,True,g,g,y,6679,0
x,p,False,w,w,s,7136,1
f,n,True,w,w,y,575,0
f,g,True,p,p,y,2530,0
f,g,False,b,b,v,460,1
f,n,False,w,w,s,6118,0
k,n,False,p,p,v,4590,1
f,e,False,p,p,v,3004,1
k,e,False,p,w,v,2638,1
f,n,True,w,w,s,3413,0
k,n,False,p,p,v,120,1
f,e,False,p,w,v,2071,1
f,n,True,e,e,c,4457,0
k,n,False,p,p,v,5321,1
f,e,True,w,g,v,6793,0
b,w,True,w,w,n,5859,0
f,e,True,g,w,v,6552,0
x,n,False,w,w,s,3588,0
f,e,True,g,w,y,1715,0
x,e,True,w,e,c,5998,0
x,w,False,w,w,n,6293,0
x,n,True,g,w,y,3793,0
f,y,False,p,b,y,2542,1
f,e,True,g,p,y,6603,0
x,y,True,w,w,s,1948,0
x,n,True,w,w,s,3076,1
f,w,True,w,w,v,2536,1
x,g,True,p,p,v,4699,0
f,e,True,g,p,v,4236,0
f,n,True,p,p,y,6669,0
f,e,True,p,g,y,450,0
x,y,True,w,w,s,6289,0
x,y,False,b,n,v,3864,1
f,w,True,w,w,s,1182,1
x,n,False,p,w,v,1401,1
f,e,False,p,p,v,3587,1
x,g,False,n,n,y,5567,1
x,g,False,p,n,v,3418,1
f,y,False,n,n,y,3569,1
f,n,False,o,o,v,3249,0
f,g,False,p,n,y,1920,1
k,b,True,e,w,c,7396,0
f,g,False,w,w,s,15,0
b,b,True,w,w,v,4517,1
x,e,True,p,g,y,4429,0
k,e,False,w,w,v,3263,1
f,w,True,w,w,v,3380,1
f,y,False,n,p,y,4056,1
f,w,False,w,w,s,3838,0
f,y,False,b,n,v,197,1
b,g,False,w,w,s,7474,0
f,g,False,b,p,y,2634,1
f,g,True,p,w,v,4466,0
f,n,False,o,o,c,5841,0
k,n,False,p,w,v,1649,1
x,e,False,w,p,v,4139,1
x,e,False,p,p,v,6857,1
x,n,True,p,g,y,3580,0
k,e,False,p,w,v,7495,1
k,e,False,w,w,v,6456,1
f,n,True,p,w,y,1326,0
k,w,False,w,w,s,1300,0
f,e,True,p,w,y,4408,0
x,g,True,w,w,s,4269,1
f,e,True,p,g,y,537,0
f,g,True,g,w,y,5222,0
b,b,True,w,w,v,3678,1
x,e,True,w,g,v,6935,0
f,g,True,w,g,v,238,0
f,e,False,w,w,v,1196,1
x,n,False,w,p,v,3713,1
f,e,False,c,c,c,6194,1
x,w,True,w,w,s,2611,0
x,e,True,p,g,v,2075,0
f,g,False,n,p,y,7557,1
f,n,False,w,w,v,7539,1
k,e,False,w,w,v,2516,1
f,g,True,p,g,y,5127,0
f,w,True,w,w,s,4725,1
f,e,True,g,w,y,3660,0
f,g,False,w,w,a,2397,0
f,n,False,p,p,v,5463,1
b,y,True,w,w,s,6153,0
x,w,False,w,w,s,4109,0
f,b,True,w,w,s,7292,1
x,w,True,w,w,n,6771,0
f,g,True,g,p,v,767,0
x,y,True,w,w,s,7644,0
f,y,True,w,w,y,2198,0
k,n,False,o,o,v,1762,0
b,w,True,w,w,v,2434,1
b,w,False,w,w,s,3481,0
f,g,True,g,w,y,290,0
x,n,True,g,p,v,5230,0
x,n,False,p,w,v,7975,1
x,w,True,w,w,s,2029,0
x,y,False,p,p,v,2580,1
f,n,True,g,g,v,161,0
x,b,True,w,w,v,7592,1
x,g,False,b,b,y,5225,1
x,w,False,w,w,s,6926,1
x,y,True,w,w,n,3036,0
f,e,True,w,w,v,4702,0
b,p,True,w,w,v,3680,1
x,e,False,p,w,v,1362,1
x,e,False,p,w,v,4587,1
x,n,True,p,g,y,7787,0
x,e,True,w,p,v,2309,0
k,n,False,o,o,c,1063,0
s,g,False,w,w,v,7878,0
x,e,False,p,p,v,3109,1
f,w,True,w,w,v,661,0
f,n,True,w,g,v,2123,0
f,w,True,w,w,s,7444,1
f,g,True,w,p,v,784,0
x,w,True,w,w,s,5045,0
x,p,False,w,w,v,4459,1
k,g,False,w,w,s,2736,0
k,n,False,w,w,v,3861,1
x,n,True,p,g,y,4889,0
b,y,True,w,w,s,2374,0
k,e,False,c,c,c,1778,1
x,g,False,b,n,v,2051,1
f,n,False,w,w,s,3708,0
x,e,True,p,g,v,6017,0
f,n,True,w,w,y,5965,0
f,g,False,p,p,y,3498,1
k,e,False,w,p,v,6844,1
f,w,False,w,w,s,3128,0
f,g,False,w,w,s,7415,0
f,n,True,g,w,y,7108,0
b,w,False,w,w,s,6455,0
x,g,False,w,w,a,5133,0
x,w,True,w,w,v,5474,0
x,e,True,w,w,v,4562,0
x,n,False,w,w,a,6204,0
f,g,True,g,p,y,5617,0
k,n,False,w,p,v,3065,1
x,w,True,w,w,n,2022,0
x,g,False,n,n,y,3666,1
x,w,False,w,w,v,457,1
f,n,False,p,p,v,7565,1
x,n,False,p,p,v,8083,1
x,n,False,w,p,v,5957,1
x,n,True,g,p,v,3483,0
x,c,False,c,c,c,632,1
b,g,False,w,w,n,613,0
x,y,False,p,p,y,2091,1
x,e,False,p,w,v,2805,1
x,g,True,p,g,v,7418,0
f,e,False,p,w,v,5472,1
x,g,False,n,n,y,7251,1
k,e,False,w,p,v,3254,1
f,w,True,w,w,v,871,1
x,g,False,n,p,y,6313,1
f,g,True,w,p,v,1523,0
x,n,True,w,w,v,392,1
f,n,False,o,o,v,7854,0
x,y,False,b,b,y,1143,1
f,g,True,w,p,y,5999,0
x,y,False,p,b,v,881,1
f,w,False,w,w,s,1274,0
f,p,True,e,w,c,1509,0
f,n,True,w,w,y,1139,0
f,g,False,p,b,y,1195,1
x,n,False,p,p,v,1633,1
x,g,True,w,w,y,6736,0
f,w,False,w,w,a,2559,0
f,e,True,e,w,c,5795,0
x,g,True,g,g,y,2984,0
x,g,False,n,b,y,664,1
x,n,True,w,w,v,5935,1
f,e,True,w,g,y,1787,0
k,e,False,p,w,v,3718,1
x,n,True,w,p,v,6600,0
x,n,True,w,w,s,4445,0
f,g,True,g,w,y,1733,0
x,y,False,b,b,v,2458,1
x,y,True,w,w,n,952,0
f,y,False,b,n,y,7591,1
x,n,True,p,g,v,6629,0
x,g,False,w,w,s,1612,0
x,n,True,g,p,y,7995,0
k,c,False,w,n,v,5044,0
x,y,True,w,w,s,5548,0
x,y,False,p,n,v,208,1
x,e,False,p,w,v,3534,1
f,e,True,p,w,v,4917,0
x,n,True,g,p,y,7333,0
f,e,False,w,w,v,5017,1
f,g,False,n,b,y,329,1
k,e,False,c,c,c,24,1
f,g,True,p,p,v,3445,0
f,b,True,w,w,s,4807,1
x,y,True,w,w,n,2043,0
x,n,False,p,p,v,1321,1
f,w,True,w,w,v,855,1
f,n,True,g,w,y,7547,0
x,g,False,w,w,y,4036,0
x,e,True,p,g,v,5160,0
x,g,True,w,w,y,3951,0
f,g,False,p,b,y,4695,1
x,e,True,w,w,v,1906,0
x,n,False,o,o,v,6247,0
x,w,False,w,w,v,7316,0
x,b,True,w,w,v,4971,1
f,y,False,b,b,y,1764,1
x,e,True,g,w,y,6726,0
f,n,True,w,w,s,4539,1
f,n,True,p,w,y,1358,0
x,g,True,w,p,y,5361,0
x,n,False,w,w,s,748,0
f,e,False,w,w,v,6725,1
x,g,True,p,w,y,5911,0
k,n,False,p,w,v,4342,1
f,n,False,w,w,s,6466,0
f,n,False,w,p,v,5946,1
f,g,False,b,p,y,7960,1
f,y,True,w,w,s,5757,0
s,n,False,w,w,v,5830,0
x,p,False,w,w,s,1722,1
k,n,False,o,o,c,443,0
x,y,False,b,b,v,5694,1
f,g,False,b,b,y,4156,1
f,n,True,w,p,y,3403,0
x,w,True,w,w,v,7430,1
b,w,True,w,w,n,196,0
x,w,True,w,w,v,6068,0
f,n,True,w,w,c,2290,0
x,g,True,p,p,y,6651,0
b,g,False,w,w,s,143,0
f,e,False,p,w,v,5878,1
x,y,False,b,n,y,6463,1
k,w,False,w,w,n,1112,0
f,e,False,p,w,v,4582,1
f,g,False,p,p,y,6945,1
x,n,False,o,o,c,2414,0
x,g,True,g,p,v,3992,0
x,g,False,w,w,a,6735,0
x,n,True,g,g,y,1701,0
k,e,False,w,w,v,265,1
f,n,True,w,w,s,217,0
x,e,True,p,p,v,6069,0
f,g,False,w,w,a,7707,0
x,g,True,w,g,y,5186,0
f,y,False,b,p,v,1568,1
f,e,True,g,p,y,4617,0
x,y,False,n,b,y,3105,1
x,y,False,p,n,y,1584,1
k,n,False,w,p,v,2379,1
f,y,False,b,b,y,6661,1
b,w,True,w,w,s,313,0
x,y,True,w,w,s,7941,0
x,g,False,b,n,y,3912,1
x,n,False,w,w,v,8054,0
x,e,False,w,w,v,2249,1
k,e,False,w,w,v,7909,1
x,n,False,w,w,a,3314,0
f,n,True,w,w,v,2283,1
f,n,True,p,g,v,4437,0
x,w,True,w,w,n,4682,0
x,n,True,w,w,s,7507,0
k,n,False,w,n,v,269,0
x,g,False,b,p,v,2926,1
f,n,False,p,p,v,1958,1
k,y,False,y,y,c,422,1
f,g,False,n,b,v,7959,1
x,n,True,w,w,y,559,0
f,p,True,w,w,c,1151,0
x,g,False,b,b,y,7078,1
x,y,False,n,b,v,1219,1
x,w,False,w,w,a,388,0
x,g,False,n,n,y,3646,1
x,y,False,p,p,y,126,1
k,e,False,w,w,v,2033,1
x,n,False,w,p,v,7274,1
x,g,True,w,g,v,7662,0
b,w,False,w,w,n,6278,0
f,g,True,w,w,s,326,1
f,g,False,w,w,y,1789,0
f,n,True,g,g,v,4867,0
x,e,True,g,p,y,4758,0
k,n,False,w,w,v,909,1
b,n,False,o,o,c,570,0
x,g,True,p,w,y,3527,0
x,n,False,o,o,v,6414,0
f,g,True,g,p,v,5332,0
x,y,False,p,p,y,4868,1
f,w,True,w,w,v,5491,1
f,g,False,b,p,v,1059,1
x,g,True,w,g,v,3000,0
f,n,False,o,o,c,3616,0
x,g,False,b,p,y,3968,1
x,w,False,w,w,n,595,0
k,n,False,w,p,v,5461,1
f,y,False,b,p,v,728,1
f,e,False,p,p,v,5682,1
f,n,True,g,g,y,2418,0
f,g,False,n,b,v,533,1
b,w,True,w,w,s,3468,0
k,e,False,w,p,v,5936,1
f,n,True,w,g,v,3179,0
f,g,False,n,p,v,3190,1
f,e,True,g,p,v,4061,0
f,e,True,g,g,v,1465,0
f,w,False,w,w,a,6655,0
x,e,True,p,w,v,5898,0
f,n,True,w,w,y,297,0
x,w,False,w,w,n,6699,0
f,n,False,w,w,v,4894,1
x,g,True,p,p,v,2211,0
x,n,True,w,p,v,7092,0
x,n,True,w,w,s,3329,1
x,n,False,p,p,v,6745,1
x,b,True,w,w,s,4119,1
f,g,True,w,p,y,6375,0
f,g,True,g,w,v,6061,0
f,e,False,w,p,v,7710,1
k,n,False,p,p,v,1841,1
x,n,True,w,w,v,467,0
f,w,False,w,w,a,5385,0
f,y,False,b,b,v,6048,1
b,g,False,w,w,s,3598,0
k,n,False,w,p,v,1230,1
x,n,True,g,p,v,3370,0
b,y,True,w,w,s,3458,0
f,g,True,g,w,y,3402,0
k,g,False,w,w,s,6920,0
x,g,True,w,w,s,923,1
x,w,False,w,w,a,4112,0
x,e,False,p,p,v,7366,1
x,g,False,w,w,s,6088,0
x,y,True,w,w,v,355,0
f,g,True,w,w,v,7320,0
x,y,False,n,p,y,1464,1
x,y,False,b,b,y,6811,1
f,g,False,w,w,s,11,0
f,y,False,b,b,y,2268,1
k,n,False,w,w,v,4217,1
f,g,True,w,w,v,4583,0
x,g,True,g,g,v,8013,0
f,y,True,w,w,y,6507,0
x,e,True,g,p,y,1749,0
x,w,True,w,w,s,2421,0
f,e,False,p,p,v,7118,1
x,w,False,w,w,s,7348,0
x,n,True,g,p,y,7529,0
f,n,True,p,w,v,8053,0
f,n,False,w,w,s,1858,0
x,g,False,p,n,y,5607,1
f,y,False,n,b,v,520,1
f,n,True,w,w,y,2750,0
x,n,True,w,w,s,3957,1
k,n,False,o,o,c,4,0
x,n,False,w,w,v,6473,1
x,g,True,p,w,y,3517,0
f,n,True,w,w,y,3888,0
x,c,False,w,n,v,29,0
x,y,True,w,w,s,1169,0
f,n,True,w,w,y,3507,0
f,g,True,w,g,y,5892,0
f,w,False,w,w,s,5934,0
f,e,False,p,p,v,813,1
k,e,False,p,w,v,3182,1
x,e,True,g,p,y,1081,0
x,e,False,w,p,v,5544,1
k,n,False,p,p,v,829,1
k,g,False,w,w,s,8116,0
x,g,False,w,w,a,2231,0
k,n,True,e,w,c,5061,0
k,y,False,y,y,c,3100,1
x,g,False,w,w,s,6831,1
x,b,True,w,w,c,8105,0
x,n,True,w,e,c,2995,0
f,n,False,w,p,v,3795,1
x,g,True,p,p,y,7536,0
x,n,True,g,p,y,6720,0
f,g,False,b,p,y,5275,1
f,n,True,w,w,s,1245,1
f,e,False,w,p,v,3151,1
x,n,False,w,w,a,8000,0
f,e,False,w,w,v,2115,1
f,g,True,g,p,y,2883,0
f,n,False,w,w,y,6267,0
k,n,False,w,p,v,5379,1
x,y,False,n,n,y,5630,1
x,p,True,e,e,c,5198,0
f,b,True,e,e,c,2084,0
k,e,False,w,p,v,3695,1
x,w,True,w,w,v,1497,0
x,g,True,w,w,v,540,1
x,e,False,p,w,v,7824,1
x,e,True,w,p,y,256,0
f,n,True,w,g,y,971,0
b,n,False,w,n,v,877,1
x,g,False,b,p,y,3974,1
x,g,False,b,n,y,8020,1
b,n,False,o,o,v,3712,0
k,e,False,w,p,v,5125,1
f,e,True,p,w,v,2678,0
f,y,False,n,n,v,4659,1
x,g,False,w,w,v,85,1
x,w,False,w,w,n,6564,0
f,g,True,w,w,v,6843,1
f,n,False,w,p,v,6545,1
f,n,False,w,w,v,5860,1
x,n,False,o,o,c,1674,0
f,g,True,w,w,y,3897,0
x,n,True,p,g,y,547,0
f,n,False,p,w,v,2527,1
x,g,False,b,n,v,1064,1
k,e,False,p,p,v,3002,1
x,w,True,w,w,v,4637,1
f,b,True,w,w,s,3184,1
f,g,False,n,p,y,3022,1
f,n,False,w,w,s,5430,0
k,n,False,o,o,c,566,0
x,g,True,w,w,s,8118,1
x,n,True,w,w,s,6798,1
k,n,False,w,p,v,1977,1
f,n,True,g,p,v,7343,0
x,g,True,p,w,v,5207,0
b,n,False,o,o,c,605,0
f,e,False,w,w,v,6450,1
x,y,False,b,p,y,6964,1
f,n,False,p,p,v,7447,1
f,y,False,n,p,y,5575,1
x,g,False,w,w,s,6064,0
x,n,False,w,w,a,4778,0
f,y,False,p,n,v,109,1
x,n,True,w,w,y,1133,0
x,w,False,w,w,s,124,0
f,r,False,w,w,v,3722,0
x,n,True,w,p,y,5637,0
b,g,False,w,w,n,6794,0
x,n,True,w,w,y,3401,0
f,n,False,w,w,v,7811,1
f,y,False,b,b,v,2835,1
k,n,False,w,w,v,598,1
f,w,False,w,w,a,5944,0
x,n,True,w,w,v,6109,1
x,r,False,w,w,y,1259,0
x,n,False,w,w,v,779,1
x,n,False,w,p,v,4387,1
f,y,False,n,b,v,4711,1
x,n,True,w,w,s,4875,1
x,n,False,w,p,v,5423,1
k,w,True,w,w,c,2112,1
x,e,False,p,w,v,1687,1
x,g,True,p,p,y,2116,0
x,n,False,w,w,s,5888,0
f,g,False,w,w,s,233,0
f,y,False,n,n,y,3796,1
x,n,True,g,w,y,2186,0
x,g,True,w,g,y,5729,0
x,g,True,w,w,y,62,0
f,n,False,w,w,a,3320,0
f,y,False,n,b,y,400,1
x,y,True,w,w,s,4552,0
k,e,False,p,w,v,7930,1
b,w,True,w,w,s,1629,0
x,w,True,w,w,s,2302,1
x,g,True,p,g,y,7718,0
b,w,True,w,w,n,4471,0
k,e,False,w,p,v,741,1
x,n,True,g,w,y,3455,0
f,y,False,n,p,v,5805,1
f,y,False,n,b,y,1015,1
f,c,False,w,n,v,2472,0
f,e,True,w,p,y,1782,0
k,e,False,w,p,v,8019,1
x,n,True,p,g,y,7987,0
f,y,False,p,n,y,2050,1
x,e,True,p,p,v,4762,0
x,n,False,w,w,v,7862,1
x,g,True,p,g,v,5169,0
f,g,True,g,p,v,129,0
f,w,False,w,w,a,1747,0
x,g,True,g,p,y,6594,0
x,g,False,w,w,v,3585,0
x,n,False,w,p,v,6683,1
k,n,False,o,o,c,2663,0
k,n,False,w,n,v,7035,0
f,n,False,p,w,v,1172,1
x,n,False,w,w,s,4939,0
x,b,True,e,w,c,2997,0
f,n,True,p,p,y,3798,0
f,g,False,w,w,a,5448,0
x,n,True,w,w,v,5528,1
f,e,True,w,p,v,6392,0
f,g,True,g,w,y,6398,0
f,y,False,p,b,v,2042,1
f,y,False,b,b,v,7966,1
f,e,True,g,g,v,6692,0
f,g,False,w,w,a,2122,0
b,n,False,o,o,c,1913,0
